date,PX_LAST,LOG_VOLUME
12/3/01,1159.1,12.50840808
12/4/01,1159.25,11.09666732
12/5/01,1181.15,12.71108742
12/6/01,1187.35,12.01517845
12/7/01,1190.59,10.01265581
12/10/01,1177.56,11.03173955
12/11/01,1175.48,10.79591583
12/12/01,1173.18,12.34022322
12/13/01,1163.9,12.3859036
12/14/01,1160.82,11.82756831
12/17/01,1168.28,11.94177501
12/18/01,1171.24,12.59828364
12/19/01,1163.04,14.23869246
12/20/01,1162.03,11.40333379
12/21/01,1170.08,12.01481528
12/26/01,1164.58,13.65211124
12/27/01,1164,11.51308545
12/28/01,1176.45,11.988327
1/2/02,1180.16,13.31013506
1/3/02,1199.51,13.12931913
1/4/02,1213.17,12.79556064
1/7/02,1206.08,12.7957686
1/8/02,1212.96,12.7064812
1/9/02,1230.03,14.65085758
1/10/02,1221.52,12.09321185
1/11/02,1229.53,12.17563406
1/14/02,1234.8,12.88021793
1/15/02,1251.85,13.96890352
1/16/02,1246.05,12.60474809
1/17/02,1249.9,11.96087518
1/18/02,1258.92,12.56119488
1/21/02,1253.75,11.79602706
1/22/02,1257.07,12.794992
1/23/02,1261.85,12.43666439
1/24/02,1278.69,12.92894609
1/25/02,1291.86,12.98387572
1/28/02,1294.45,12.33787692
1/29/02,1278.18,13.11262007
1/30/02,1267.63,12.42541699
1/31/02,1274.28,11.75588733
2/1/02,1280.59,10.67984933
2/4/02,1270.51,13.38953606
2/5/02,1267.85,12.33668415
2/6/02,1254.78,12.76059836
2/7/02,1260.86,12.30823656
2/8/02,1265.62,11.07731553
2/11/02,1263.4,12.43974458
2/12/02,1263.6,11.67028812
2/13/02,1264.62,12.7134985
2/14/02,1268.28,11.27384306
2/15/02,1272.17,12.15281954
2/18/02,1275.81,12.6748474
2/19/02,1272.36,12.98635349
2/20/02,1270.46,12.65143132
2/21/02,1266.13,12.37688658
2/22/02,1263.48,12.68628029
2/25/02,1269.31,12.50312443
2/26/02,1279.56,12.35150976
2/27/02,1284.99,12.82147178
2/28/02,1285.52,12.43530164
3/1/02,1292.04,12.07452215
3/4/02,1309.55,12.01792213
3/5/02,1295.96,12.36216145
3/6/02,1302.89,12.32479302
3/7/02,1307.31,12.66965256
3/8/02,1305.55,13.3139948
3/11/02,1298.34,10.98864304
3/12/02,1285.43,12.34516915
3/13/02,1296.5,11.51869877
3/14/02,1300.62,11.65206112
3/15/02,1291.51,13.63773346
3/18/02,1307.1,11.38411434
3/19/02,1320.02,13.31804364
3/20/02,1322.1,13.26473582
3/21/02,1310.46,12.70872193
3/22/02,1314.16,11.31001337
3/25/02,1313.18,12.50986303
3/26/02,1306.42,12.99025954
3/27/02,1299.76,11.73502848
4/1/02,1307.87,13.11713574
4/2/02,1303.69,13.26290241
4/3/02,1305.25,12.55224412
4/4/02,1290.96,12.32119882
4/5/02,1293.58,12.55140551
4/8/02,1289.84,11.9783122
4/9/02,1290.6,12.57891125
4/10/02,1294.61,11.63385023
4/11/02,1274.74,11.52389508
4/12/02,1273.99,12.04748715
4/15/02,1269.29,11.22166366
4/16/02,1276.15,13.18506396
4/17/02,1276.46,12.21078154
4/18/02,1275.1,10.942739
4/19/02,1276.6,12.61427401
4/22/02,1272.64,12.09776334
4/23/02,1267.46,12.02071248
4/24/02,1261.81,11.40352346
4/25/02,1255.75,12.13556434
4/26/02,1260.53,13.06005384
4/29/02,1259.19,11.4134697
4/30/02,1258.35,11.90152244
5/2/02,1250.82,11.63555894
5/3/02,1252.64,12.28562292
5/6/02,1250.77,12.45475138
5/7/02,1236.08,12.13688333
5/8/02,1231.95,12.75586318
5/9/02,1232.42,12.16759166
5/10/02,1222.25,11.98140919
5/13/02,1227.9,13.476458
5/14/02,1231.29,11.29337545
5/15/02,1235.71,12.18904347
5/16/02,1245.16,11.29875404
5/17/02,1249.19,12.59112414
5/20/02,1241.19,12.82223888
5/21/02,1239.32,11.23072169
5/22/02,1234.72,11.69947972
5/23/02,1239.53,12.17728729
5/24/02,1234.75,11.9505092
5/27/02,1233.74,11.46469065
5/28/02,1245.89,13.07870194
5/29/02,1249.03,13.1108979
5/30/02,1240.41,14.76025929
5/31/02,1240.59,12.98875198
6/3/02,1245.19,13.10422588
6/4/02,1238.91,11.85052564
6/5/02,1232.09,12.52155834
6/7/02,1214.17,11.79697595
6/10/02,1201.68,12.25330445
6/11/02,1198.31,12.7012261
6/12/02,1191.86,11.20891074
6/13/02,1185.26,10.51740211
6/14/02,1184.86,11.85630238
6/17/02,1191.26,11.22417616
6/18/02,1189.34,11.91357232
6/19/02,1183.99,11.56050537
6/20/02,1183.9,10.35092599
6/21/02,1160.65,12.03929761
6/24/02,1146.36,11.5322672
6/25/02,1140.84,12.42262251
6/26/02,1142.89,11.56061979
6/27/02,1135.37,11.16974478
6/28/02,1134.93,12.0616363
7/1/02,1132.13,14.40744804
7/2/02,1116.06,14.28775168
7/3/02,1109.89,14.90890928
7/4/02,1111.73,14.55666474
7/5/02,1122.06,14.72854319
7/8/02,1127.17,15.27234027
7/9/02,1134.72,13.97321235
7/10/02,1130.46,14.79350317
7/11/02,1147.44,15.30910296
7/12/02,1146.12,15.29644942
7/15/02,1149.37,14.78950815
7/16/02,1155.52,14.44130941
7/17/02,1169.69,14.56823852
7/18/02,1180.2,14.30060721
7/19/02,1176.14,15.28277919
7/22/02,1186.71,15.8298158
7/23/02,1179.67,16.09238053
7/24/02,1184.04,16.54535369
7/25/02,1179.22,15.7677282
7/26/02,1180.17,15.41697174
7/31/02,1169.55,15.19406857
8/1/02,1170,14.1644949
8/2/02,1168.42,14.07720537
8/5/02,1150,13.93368818
8/6/02,1156.68,14.85803809
8/7/02,1157.12,14.59441241
8/8/02,1167.01,14.0457036
8/9/02,1175.19,14.7417235
8/12/02,1173.55,14.5034306
8/13/02,1167,14.57544638
8/14/02,1171.94,14.10454372
8/15/02,1184.84,14.54059768
8/16/02,1193.16,13.15903276
8/19/02,1201.61,14.82355534
8/20/02,1199.7,16.11071448
8/21/02,1196.03,13.90954902
8/22/02,1201.71,15.7699464
8/23/02,1196.7,13.97544505
8/26/02,1197.01,15.08338534
8/27/02,1200.37,13.43827716
8/28/02,1190.1,14.26785098
8/29/02,1195.37,15.50275582
9/2/02,1190.28,13.86874891
9/3/02,1187.14,14.38098799
9/4/02,1185.83,15.41976405
9/5/02,1183.43,14.47519454
9/6/02,1173.07,15.2978362
9/9/02,1173.59,16.50947806
9/10/02,1175.6,16.45089458
9/11/02,1183.48,14.64826271
9/12/02,1180.35,14.34674921
9/13/02,1176.56,15.0450897
9/16/02,1177.36,14.82389649
9/17/02,1172.24,15.56166648
9/18/02,1162.33,14.21304698
9/19/02,1167.09,14.1000186
9/20/02,1160.41,14.33433828
9/23/02,1150.71,13.85106784
9/24/02,1147.37,14.00203577
9/25/02,1149.67,13.84764856
9/26/02,1149.92,14.99726045
9/27/02,1153.66,13.5627116
9/30/02,1150.07,14.08472668
10/1/02,1158.86,14.52588008
10/2/02,1154.75,14.51322131
10/3/02,1149.52,13.21343002
10/4/02,1153.69,14.09321426
10/9/02,1146.44,13.03872086
10/10/02,1159.7,14.07787175
10/11/02,1172.64,13.9813114
10/14/02,1174.24,13.6311898
10/15/02,1183.09,15.46490084
10/16/02,1182,13.82806739
10/17/02,1179.08,14.86309022
10/18/02,1179.97,13.66376748
10/21/02,1186.67,13.49786263
10/22/02,1189.74,13.18890177
10/23/02,1199.35,14.04425281
10/24/02,1209.91,14.04154273
10/25/02,1213.6,13.32353122
10/28/02,1209.93,14.93629293
10/29/02,1210.11,14.19562914
10/30/02,1219.55,12.86628333
10/31/02,1232.92,14.06539964
11/4/02,1243.85,14.12578988
11/5/02,1252.35,14.59358282
11/6/02,1261.98,13.90134691
11/7/02,1258.1,13.66894719
11/8/02,1259.21,14.27759101
11/11/02,1270.59,14.59886218
11/12/02,1270.84,14.13154682
11/13/02,1268.65,14.02597487
11/14/02,1277.15,14.52859908
11/15/02,1273.86,14.44246345
11/18/02,1291.92,14.25103014
11/19/02,1284.34,13.70439574
11/20/02,1292.23,15.6756387
11/21/02,1313.6,14.75726668
11/22/02,1346.51,15.84562687
11/25/02,1351.64,14.83168644
11/26/02,1334.41,14.78803303
11/27/02,1354.38,15.32637178
11/28/02,1363.35,15.57655993
11/29/02,1373.03,17.22825847
12/2/02,1383.12,15.17977222
12/3/02,1380.53,14.68639631
12/4/02,1380.26,14.81786669
12/5/02,1395.27,15.40868981
12/6/02,1393.77,14.7637208
12/9/02,1386.47,16.66178018
12/10/02,1377.2,15.38185786
12/11/02,1378.83,14.6623183
12/12/02,1406.98,15.06672461
12/13/02,1406.7,17.77817913
12/16/02,1400.8,14.93958427
12/17/02,1403.08,15.35695931
12/18/02,1398.95,14.94283145
12/19/02,1406.81,15.00262262
12/20/02,1401.84,16.88078722
12/26/02,1393.87,14.56232125
12/27/02,1391.97,14.71709447
1/2/03,1405.21,14.14166908
1/3/03,1419.06,14.27878283
1/6/03,1429.93,14.54429994
1/7/03,1440.54,14.42486844
1/8/03,1439.35,14.23863679
1/9/03,1447.1,14.41944558
1/10/03,1464.72,14.6794468
1/13/03,1469.4,14.1457714
1/14/03,1471.24,14.12079873
1/15/03,1491.68,15.23755737
1/16/03,1500.72,15.54415804
1/17/03,1511.03,15.18838477
1/20/03,1511.57,15.12173142
1/21/03,1535.07,16.34987144
1/22/03,1536.21,15.16305032
1/23/03,1545.38,15.57585555
1/24/03,1559.49,14.94024955
1/27/03,1552.5,14.39768316
1/28/03,1542.99,15.55294829
1/29/03,1529.79,15.45381946
1/30/03,1529.97,15.22637972
1/31/03,1517.4,15.82174061
2/3/03,1526.17,14.9961396
2/4/03,1535.83,14.81219754
2/5/03,1534.12,14.93206034
2/6/03,1548.87,15.64774876
2/7/03,1532.16,15.38865786
2/10/03,1525.45,14.98533188
2/11/03,1519.59,14.86334872
2/12/03,1516.41,14.25320727
2/13/03,1521.94,14.97502884
2/14/03,1518.66,16.63806013
2/17/03,1516.51,13.92790577
2/18/03,1532.97,15.77380866
2/19/03,1534.08,14.51203403
2/20/03,1549.35,15.48909516
2/21/03,1546.66,14.91248584
2/24/03,1548.03,14.52424512
2/25/03,1543.34,14.91222972
2/26/03,1528.35,15.78988196
2/27/03,1542.63,15.18919652
2/28/03,1556.31,15.34499728
3/3/03,1542.39,15.19935818
3/4/03,1537.34,14.53915057
3/5/03,1542.33,14.97661114
3/6/03,1544.86,14.78877653
3/7/03,1540.05,14.46331199
3/10/03,1520.6,13.6014915
3/11/03,1515.33,13.8375724
3/12/03,1503.62,14.82946796
3/13/03,1509.47,14.52283674
3/14/03,1524.17,14.92256974
3/17/03,1536.27,14.08876074
3/18/03,1538.95,14.2849978
3/19/03,1537.37,13.56267168
3/20/03,1546.41,14.25177577
3/21/03,1554.01,14.8675374
3/24/03,1548.15,15.11850347
3/25/03,1556.08,15.10123651
3/26/03,1555.61,15.80564755
3/27/03,1550.41,15.20826724
3/28/03,1554.01,16.06359786
3/31/03,1558.9,15.74052534
4/1/03,1561.72,15.66531517
4/2/03,1587.36,15.70059718
4/3/03,1611.33,15.31407076
4/4/03,1615.07,15.47629023
4/7/03,1652.24,16.12418358
4/8/03,1649.1,15.2196301
4/9/03,1642.53,16.51489129
4/10/03,1653.52,15.0332836
4/11/03,1654.32,15.06402853
4/14/03,1653.66,15.40534232
4/15/03,1667.13,15.59291194
4/16/03,1691,15.62471907
4/21/03,1713.5,15.17001906
4/22/03,1732.06,15.51361573
4/23/03,1764.05,16.34782348
4/24/03,1740.59,16.37819905
4/25/03,1751.84,16.16390261
4/28/03,1761.67,15.55660987
4/29/03,1769.25,15.37021812
4/30/03,1768.56,14.94542382
5/2/03,1797.31,14.9296162
5/5/03,1810.64,15.48057597
5/6/03,1803.96,15.73818688
5/7/03,1780.59,15.67926335
5/8/03,1790,16.16294444
5/9/03,1795.08,15.7662432
5/12/03,1795.23,14.47756018
5/13/03,1786.16,15.57777994
5/14/03,1779.41,15.25556651
5/15/03,1798.84,15.71801681
5/16/03,1819.44,16.46714292
5/19/03,1808.66,15.97003035
5/20/03,1802.62,15.23872925
5/21/03,1787.45,15.83402425
5/22/03,1795.2,17.14718403
5/23/03,1798.68,15.22963334
5/26/03,1794.13,14.952413
5/27/03,1800.66,15.46844388
5/28/03,1789.3,16.53016278
5/29/03,1808,14.93506241
5/30/03,1808.34,16.06998235
6/2/03,1815.51,15.17418626
6/3/03,1816.24,15.6145584
6/4/03,1828.29,15.45024968
6/5/03,1843.59,15.4920896
6/6/03,1865.45,15.9504049
6/9/03,1861.61,14.9739484
6/10/03,1836.61,15.14084798
6/11/03,1854.26,15.14455179
6/12/03,1863.57,14.24245401
6/13/03,1863.61,14.70948819
6/16/03,1846.68,14.33812324
6/17/03,1828.3,15.13157181
6/18/03,1834.83,15.2503029
6/19/03,1818.04,14.826238
6/20/03,1849.26,14.8598356
6/23/03,1834.88,14.53991074
6/24/03,1822.6,14.42638204
6/25/03,1830.27,14.38498049
6/26/03,1829.06,14.44729444
6/27/03,1826.61,14.64050365
6/30/03,1824.88,16.54719102
7/1/03,1831.6,15.47668401
7/2/03,1837.99,14.42244604
7/3/03,1845.08,16.09698999
7/4/03,1843.51,15.15153479
7/7/03,1850.02,14.79652517
7/8/03,1843.85,14.56837936
7/9/03,1852.48,15.46722585
7/10/03,1845.03,14.89692379
7/11/03,1840.41,14.96140394
7/14/03,1843.74,15.32956513
7/15/03,1837.26,14.91506007
7/16/03,1829.02,15.10094979
7/17/03,1822.81,13.97979288
7/18/03,1819.06,14.42583467
7/21/03,1829.65,14.47084631
7/22/03,1835.24,15.86743701
7/23/03,1837.18,15.04145041
7/24/03,1839.51,14.82989378
7/25/03,1855.95,14.5801022
7/30/03,1849.21,14.44481178
7/31/03,1850.17,14.15069482
8/1/03,1853.31,14.56593559
8/4/03,1863.89,14.08264956
8/5/03,1869.22,14.5714358
8/6/03,1872.61,14.6629017
8/7/03,1868.68,14.27147611
8/8/03,1873.87,14.4473795
8/11/03,1884.53,15.03623605
8/12/03,1877.9,14.63978643
8/13/03,1878.5,14.91811221
8/14/03,1885.92,14.41490295
8/15/03,1876.24,16.24022638
8/18/03,1874.99,14.66764243
8/19/03,1885.64,14.40863241
8/20/03,1880.58,16.24862686
8/21/03,1886.23,15.71738029
8/22/03,1892.59,15.1030906
8/25/03,1873.12,14.9314823
8/26/03,1866.75,14.47723724
8/27/03,1880.99,15.61727696
8/28/03,1888.82,14.584228
8/29/03,1896.82,15.24315054
9/1/03,1889.1,15.37197693
9/2/03,1893.46,14.83529066
9/3/03,1894.29,16.49191115
9/4/03,1902.96,15.73515578
9/5/03,1913.34,15.99226289
9/8/03,1930.77,14.951012
9/9/03,1940.27,15.75833911
9/10/03,1939.64,14.63261677
9/11/03,1946.82,15.09825554
9/12/03,1962.14,15.51890155
9/15/03,1951.45,15.17207637
9/16/03,1944.24,14.97252665
9/17/03,1944.66,14.52677856
9/18/03,1950.36,14.40448818
9/19/03,1962.3,14.25788538
9/22/03,1994.33,16.70986808
9/23/03,2003.74,16.16786248
9/24/03,1997.11,15.16617049
9/25/03,1979.43,13.89141734
9/26/03,1965.75,14.39562229
9/29/03,1987.31,14.54164512
9/30/03,1980.83,14.79101353
10/1/03,1983.15,14.24989672
10/2/03,2003.6,15.39986141
10/3/03,2028.04,16.49657983
10/6/03,2041.57,15.46974725
10/7/03,2049.76,15.54939653
10/9/03,2066.91,15.20342486
10/10/03,2064.42,15.48074092
10/13/03,2084.04,15.59324023
10/14/03,2086.57,15.17733214
10/15/03,2092.62,15.42355109
10/16/03,2104.21,15.53851963
10/17/03,2090.26,15.03504968
10/20/03,2093.13,14.0254562
10/21/03,2092.76,14.46094067
10/22/03,2092.11,14.53013005
10/23/03,2085.65,15.05768047
10/24/03,2084.69,14.90715261
10/27/03,2083.79,14.67332818
10/28/03,2094.87,14.79900189
10/29/03,2116.02,14.89444721
10/30/03,2120.11,15.42207595
10/31/03,2109.18,15.3852781
11/3/03,2113.97,15.25858924
11/4/03,2106.59,16.25917473
11/5/03,2105.86,15.22492483
11/6/03,2098.91,14.75502473
11/7/03,2109.82,15.06261555
11/10/03,2095.38,14.3770485
11/11/03,2085.93,16.11357224
11/12/03,2109.55,14.86162321
11/13/03,2113.8,14.27133412
11/14/03,2111.67,14.30798238
11/17/03,2103.94,13.80572483
11/18/03,2115.25,17.60562063
11/19/03,2101.02,15.26307239
11/20/03,2105,14.62089565
11/21/03,2116.22,14.13277376
11/24/03,2102.2,14.32377109
11/25/03,2125.46,14.33709569
11/26/03,2141.65,15.12419251
11/27/03,2143.47,15.1063356
11/28/03,2151.18,14.34702136
12/1/03,2192.96,15.297031
12/2/03,2215.25,15.74348831
12/3/03,2221.52,16.37953587
12/4/03,2236.89,16.07981272
12/5/03,2246.38,16.3622216
12/9/03,2284.65,15.80569375
12/10/03,2253.56,16.29753823
12/11/03,2249.6,15.6207519
12/12/03,2251.32,15.2431834
12/15/03,2275.57,14.85951318
12/16/03,2281.1,15.42993143
12/17/03,2277.94,16.08427689
12/18/03,2318.91,15.56791779
12/19/03,2309.34,15.37086054
12/22/03,2307.06,14.78313868
12/23/03,2338.5,15.84011002
12/26/03,2378.91,16.44034196
12/29/03,2452.08,15.99259172
12/30/03,2435.04,16.11105251
1/2/04,2493.81,16.16336075
1/5/04,2603.04,16.45545021
1/6/04,2663.97,16.77344896
1/7/04,2772.1,16.79755701
1/8/04,2862.64,17.1525344
1/9/04,2915.23,16.66690347
1/12/04,2919.87,16.40806558
1/13/04,2836.92,16.1935628
1/14/04,2734.73,16.94498609
1/15/04,2739.8,16.94268
1/16/04,2788.39,16.61931169
1/19/04,2822.98,16.00808043
1/20/04,2824.59,16.24871032
1/21/04,2795.19,15.57354674
1/22/04,2783.34,15.98809607
1/23/04,2800.64,16.25966396
1/26/04,2779.08,15.12796541
1/27/04,2767.09,14.87995022
1/28/04,2782.74,15.89525643
1/29/04,2720.81,15.64097411
1/30/04,2730,15.3412629
2/2/04,2699.34,15.02617542
2/3/04,2727.6,14.95475346
2/4/04,2706.84,16.27367394
2/5/04,2701.62,14.6398566
2/6/04,2716.22,14.35755225
2/9/04,2748.66,14.83024873
2/10/04,2758.47,15.15439303
2/11/04,2784.99,15.44558859
2/12/04,2791.23,16.20998873
2/13/04,2770.86,16.57653973
2/16/04,2761.99,16.91552374
2/17/04,2769.27,16.08840625
2/18/04,2738.1,15.89056424
2/19/04,2737.75,16.08694198
2/20/04,2721.44,15.48887981
2/23/04,2711.06,15.45688619
2/24/04,2731.31,14.97484942
2/25/04,2720.84,15.72528859
2/26/04,2741.38,15.91294414
2/27/04,2748.11,15.44987754
3/1/04,2782.49,15.59110745
3/2/04,2794.61,15.76596778
3/3/04,2754.83,16.45648904
3/4/04,2755.59,15.23679023
3/5/04,2770.1,15.35794034
3/8/04,2775.08,15.23223325
3/9/04,2767.02,15.02938448
3/10/04,2782.29,15.69867851
3/11/04,2800.35,16.29782769
3/12/04,2829.66,15.9989251
3/15/04,2838.35,15.35578401
3/16/04,2876.67,16.38679978
3/17/04,2896.36,16.91587966
3/18/04,2910.07,16.45073656
3/19/04,2926.41,15.75751595
3/22/04,2920.52,15.72383884
3/23/04,2909.18,15.86088562
3/24/04,2920.85,16.11822014
3/25/04,2931.52,15.14770559
3/26/04,2952.87,15.78260319
3/29/04,2977.3,15.61869188
3/30/04,2986.14,15.61464708
3/31/04,3035.72,15.80258184
4/1/04,3054.2,17.94603342
4/2/04,3074.23,16.42246108
4/5/04,3023.2,15.22163769
4/6/04,3012.97,16.40026601
4/7/04,3027.05,15.05620933
4/12/04,3005.86,14.8257276
4/13/04,2960.77,15.5970653
4/14/04,2993.57,15.94763112
4/15/04,2981.74,15.22057024
4/16/04,3013.6,15.66323518
4/19/04,3004.76,15.74072575
4/20/04,2996.71,15.45872651
4/21/04,2973.62,14.5285285
4/22/04,2984.72,14.84687916
4/23/04,2987.48,15.56570366
4/26/04,2969.83,15.2210157
4/27/04,2967.94,14.88216148
4/28/04,2862.25,15.54923582
4/29/04,2840.09,16.02779527
4/30/04,2827.34,14.79112511
5/3/04,2809.53,15.46575677
5/4/04,2854.51,15.19078164
5/5/04,2897.08,15.06957639
5/6/04,2865.9,15.16602747
5/7/04,2819.72,14.91009843
5/10/04,2803.56,14.33367082
5/11/04,2745.07,15.90887843
5/12/04,2686.8,15.85768537
5/13/04,2685.41,16.01046846
5/14/04,2717.72,15.09321057
5/17/04,2687.88,14.21037097
5/18/04,2709.36,15.07590405
5/19/04,2782.76,15.29396902
5/20/04,2782.61,14.6478356
5/21/04,2820.44,14.82610187
5/24/04,2838.54,16.02503189
5/25/04,2859.56,14.86481985
5/26/04,2878.27,15.50229777
5/27/04,2907.12,15.64438259
5/28/04,2914.51,15.4273033
5/31/04,2926.83,14.4353104
6/1/04,2939.31,15.3429928
6/2/04,2928.57,15.67006641
6/3/04,2905.27,15.68197529
6/4/04,2905.73,15.24011079
6/7/04,2933.45,15.32686453
6/8/04,2928.4,15.05106923
6/9/04,2906.93,15.8949351
6/10/04,2884.03,15.15208013
6/11/04,2876.06,15.35739314
6/14/04,2858.46,13.67802737
6/15/04,2884.79,14.78749859
6/16/04,2867.93,14.83593678
6/17/04,2862.51,15.61242853
6/18/04,2895.05,14.76163889
6/21/04,2889.82,14.90729392
6/22/04,2848.93,15.31216447
6/23/04,2848.67,14.57687137
6/24/04,2876.48,15.00005342
6/25/04,2875.64,14.66451767
6/28/04,2881.76,14.0205773
6/30/04,2885.9,14.39344047
7/1/04,2877.75,14.59956643
7/2/04,2879.96,14.82414562
7/5/04,2898.56,14.28934808
7/6/04,2872.43,15.04916555
7/7/04,2896.38,14.76042645
7/8/04,2897.5,14.45595345
7/9/04,2896.49,14.56324961
7/12/04,2882.26,15.17336944
7/13/04,2866.84,18.16578171
7/14/04,2883.2,14.45714284
7/15/04,2883.32,14.10244135
7/16/04,2884.56,14.45849275
7/19/04,2862.65,13.95459923
7/20/04,2840.57,14.42426964
7/21/04,2833.9,15.03970972
7/22/04,2826.8,14.00815036
7/23/04,2813.02,15.10883647
7/26/04,2799.06,14.34176691
7/27/04,2767.73,15.17312557
7/30/04,2825.45,13.68998021
8/2/04,2837.97,13.46035589
8/3/04,2825.36,14.22981911
8/4/04,2820.08,13.78558008
8/5/04,2814.49,15.00700857
8/6/04,2801.23,14.07065653
8/9/04,2785.72,16.64323061
8/10/04,2797.13,14.50334867
8/11/04,2797.69,13.9257604
8/12/04,2788.01,14.17065874
8/13/04,2813.94,14.84283055
8/16/04,2835.44,13.43166261
8/17/04,2833.18,14.38844018
8/18/04,2817.72,14.6464338
8/19/04,2824.55,14.22717044
8/20/04,2827.32,14.35480876
8/23/04,2804.45,14.11769447
8/24/04,2824.46,13.97874273
8/25/04,2844.58,14.92631522
8/26/04,2850.47,14.60680389
8/27/04,2851.57,15.10941108
8/31/04,2850.68,14.74124734
9/1/04,2842.98,14.64983954
9/2/04,2843.83,15.50646025
9/3/04,2849.25,15.74090877
9/6/04,2855.73,13.31757648
9/7/04,2862.71,15.27794989
9/8/04,2872.56,13.97784792
9/9/04,2877.6,13.98088177
9/10/04,2925.72,15.68541278
9/13/04,2938.4,14.76817835
9/14/04,2960.7,15.16546142
9/15/04,3004.11,15.71809543
9/16/04,2988.53,15.45066612
9/17/04,3006.49,15.56445716
9/20/04,2997.48,14.25832476
9/21/04,3014.99,15.34206109
9/22/04,3035.48,14.89440064
9/23/04,3035.44,15.21063061
9/24/04,3051.91,15.33300422
9/27/04,3118.17,15.41982095
9/28/04,3112.82,14.62485018
9/29/04,3224.26,15.89772475
9/30/04,3278.8,15.73437129
10/1/04,3245.3,15.41029422
10/4/04,3247.84,15.86819467
10/5/04,3299.29,15.21621977
10/6/04,3356.76,16.06641491
10/7/04,3362.37,15.94940312
10/11/04,3455.33,15.78511449
10/12/04,3485.84,16.46941547
10/13/04,3418.17,16.42032598
10/14/04,3377.48,16.60999335
10/15/04,3430.58,15.8255014
10/18/04,3457.85,16.20082263
10/19/04,3497.5,16.71291906
10/20/04,3558.39,17.06421983
10/21/04,3555.23,16.42008151
10/22/04,3524.12,16.14870031
10/25/04,3530.79,15.26836975
10/26/04,3543.82,16.63582263
10/27/04,3532.8,16.67443751
10/28/04,3507.93,15.41316593
10/29/04,3545.37,15.75887662
11/2/04,3538.2,14.68220466
11/3/04,3531.02,15.15084052
11/4/04,3540.99,15.78956117
11/5/04,3580.37,16.78587348
11/8/04,3582.39,15.00680412
11/9/04,3583.11,16.43866525
11/10/04,3589.83,15.78086935
11/11/04,3611.97,15.72908876
11/12/04,3620.17,15.65350296
11/15/04,3614.17,14.47566646
11/16/04,3592.35,15.6195411
11/17/04,3604.63,15.39847081
11/18/04,3580.53,15.83372555
11/19/04,3574.91,14.92057962
11/22/04,3574.09,15.53016164
11/23/04,3571.81,14.71196709
11/24/04,3598.9,14.93554247
11/25/04,3599.77,14.96750025
11/26/04,3609.31,13.88878425
11/29/04,3635.65,14.11484374
11/30/04,3616.72,15.17566293
12/1/04,3610.48,15.44639817
12/2/04,3561.33,15.21085732
12/3/04,3568.53,14.6192098
12/6/04,3566.87,14.85927905
12/7/04,3543.47,14.4183752
12/9/04,3515.7,13.81743171
12/10/04,3518.93,14.76023169
12/13/04,3530.98,13.87918183
12/14/04,3543.42,14.2963954
